GENE.ID	cdc28_0	cdc28_10	cdc28_20	cdc28_30	cdc28_40	cdc28_50	cdc28_60	cdc28_70	cdc28_80	cdc28_90	cdc28_100	cdc28_110	cdc28_120	cdc28_130	cdc28_140	cdc28_150	cdc28_160
YML065W	-0.53	0.15	-0.21	0.03	0.67	0.29	-0.08	-0.52	0.29	0.04	-0.39	-0.16	0.03	0.03	-0.11	0.44	0.05
YNR060W	0.62	0.92	-0.31	-0.41	0.02	-0.31	-0.24	-0.09	0.37	-0.41	-0.49	0.24	0.33	-0.15	-0.38	0.77	-0.49
YDL073W	-0.39	-0.29	-0.29	0.1	0.15	0.16	0.16	0.33	0.15	0.24	-0.11	0.06	0.09	-0.15	0.095	-0.43	0.24
YOR384W	-0.38	-0.48	-0.66	-0.86	0.34	-0.14	0.1	0.37	-0.01	0.52	-0.18	0.03	0.06	0.34	0.54	-0.01	0.43
YJL093C	-0.28	-0.45	-0.11	0.26	0.23	0.24	0.2	0.21	0.19	-0.41	-0.36	0.07	0.08	0.075	0.21	0.05	-0.13
YPL124W	-0.88	-1.15	1.09	0.4	0.44	0.45	-0.2	-0.72	-0.71	0.27	0.87	0.86	0.46	0.035	-0.21	-0.74	-0.25
YOR276W	-0.93	-0.1	-0.16	-0.44	-0.08	-0.44	-0.16	-0.12	-0.07	0.72	0.42	-0.085	-0.09	0.36	0.35	0.43	0.31
YDR252W	0.63	-0.09	-0.51	0.12	0.66	0.32	-0.16	0.29	-0.08	-1.42	-0.45	-0.01	0.17	0.24	0.055	0.34	-0.04
YDR371W	0.13	-0.36	-0.12	0.28	-0.22	0.12	-0.31	0.21	0.28	-0.32	0.1	0.33	0.18	-0.11	0.11	-0.56	0.37
YIR041W	0.21	-0.36	-0.08	0.15	0.24	0.4	-0.13	-0.36	0.21	0.12	0.02	0.06	-0.06	-0.02	-0.02	-0.1	-0.26
YBR219C	0.5	-0.29	0.71	0.5	0.71	0.06	-0.04	-1.16	-0.16	0.96	-0.29	0.43	-1.42	-0.74	-0.42	0.45	0.19
YJR111C	-0.62	-0.25	-0.01	-0.03	0.08	0.03	-0.02	-0.09	-0.01	-0.08	0.16	0.05	0.15	0.25	0.01	0.19	0.21
YMR108W	-0.74	0	-0.48	-0.01	0.16	0.03	-0.06	0.41	-0.21	0.29	-0.07	-0.005	-0.02	-0.08	0	0.49	0.29
YKL152C	0.01	-0.22	0.38	0.14	0.41	-0.32	-0.07	-0.23	-0.07	0.075	-2.85	0.46	-0.03	0.54	0.36	0.85	0.62
YNL002C	-0.61	0.21	0.07	-0.01	0.11	-0.52	-0.22	-0.28	0.07	0.5	0.12	0.075	-0.12	0.24	0.12	0.23	0.08
YBR096W	0.37	-0.42	-0.45	-0.23	-0.05	-0.45	0.36	-0.05	0.04	0.29	0.21	0.27	0.14	-0.03	0.005	-0.12	0.11
YOL160W	1.5	1.16	0.53	0.69	0.53	0.39	0.32	-0.11	0.02	-1.18	-0.46	-1.09	-0.31	-0.18	-0.34	-0.87	-0.58
YAR043C	0.22	-1.37	-1.05	-0.56	-0.78	-1.78	0.22	0.63	0.22	1.16	0.22	0.54	1.22	0.54	-0.05	0.63	0.44
YNR035C	0.02	-0.08	-0.25	-0.29	-0.3	-0.36	-0.28	-0.21	-0.14	0.6	0.16	0.39	-0.03	0.08	0.05	0.5	0.12
YDR084C	0.08	-0.73	-0.38	-0.32	0.16	-0.12	0.15	-0.07	0.06	0.07	0.24	0.47	0.04	0.12	0.065	-0.06	0.29
YJR056C	0.22	0.08	0.05	0.2	0.04	0.06	0.27	0.22	0.42	-0.36	-0.9	0	0.07	-0.16	0.055	-0.17	-0.03
YDR478W	-0.18	0.34	0.19	0	-0.32	0.2	0.25	-0.47	-0.28	0.07	-0.5	-0.19	-0.1	0.035	0.12	0.68	0.19
YGL226W	-0.23	0.07	0.28	0.05	0.23	0.27	0.01	-0.1	-0.19	0.14	0.22	0.49	-0.19	-0.22	0.03	-0.28	-0.54
YDR328C	-0.09	-0.18	0.19	-0.1	0.14	-0.33	-0.22	-0.19	-0.32	0.27	0.23	0.01	-0.27	0.27	0.11	0.13	0.34
YGR047C	-0.28	-0.5	-0.39	-0.31	0.41	0.31	0.27	0.05	0.39	-0.45	-0.07	0.07	-0.5	0.07	0.37	0.36	0.2
YMR198W	-1.28	-0.55	-1.61	-0.15	0.44	0.5	0.27	0.53	0.35	-0.22	-0.31	0.16	0.74	0.32	0.215	0.7	0.12
YBR009C	-0.66	-0.1	0.58	0.01	0.34	-0.28	0.35	-0.08	-0.46	0.175	-2.72	0.43	-0.18	0.51	0.93	0.69	0.63
YLR188W	-0.06	0.34	0.51	0.22	0.09	-0.26	-0.35	0.1	-0.32	0.33	0.01	0.13	0.01	0.01	-0.11	-0.19	-0.45
YDR539W	-0.42	0.07	-0.31	-0.32	-0.62	0.21	-0.13	-0.44	0.15	0.01	0.27	0.33	0.08	0.49	0.075	0.27	0.36
YIL114C	0.4	0.18	-0.15	-0.64	-0.79	-0.13	-0.16	0	0.29	0.23	0.24	0.23	0.07	0.16	0.07	0.07	0.07
YDR227W	-0.01	-0.43	-0.81	0.22	0.71	0.55	-0.07	0.36	0.24	-0.37	-0.34	-0.07	0.4	-0.11	-0.07	-0.09	-0.17
YBL056W	-0.33	-0.48	-0.27	-0.13	0.23	-0.25	0.43	0.23	0.06	0.33	-0.1	0.1	0.29	-0.09	-0.015	-0.16	0.15
YBL112C	-0.05	-1.29	0.39	-0.43	0.37	-0.69	-0.06	-0.22	-0.18	1	0.68	0.72	0.02	-0.03	-0.04	-0.89	0.65
YDR181C	0.15	0.19	-0.41	0.1	-0.18	0.33	-0.34	0.03	0.25	-0.69	0.02	-0.1	-0.05	0.32	0.065	0.22	0.16
YCR029C-A	-0.54	-0.21	0.05	-0.14	0.29	-0.37	0.05	-0.09	-0.32	0.82	0.05	0.25	-0.4	0.08	0.2	0.1	0.18
YGR270W	0.35	-0.23	-0.27	-0.23	0.31	0.38	0.3	0.06	-0.03	0.18	0.05	-0.09	-0.34	-0.01	-0.24	0.01	-0.21
YLR016C	0.47	0.12	0.12	-0.06	-0.07	-0.3	0.06	-0.35	-0.07	-0.015	-0.015	-0.18	-0.01	-0.02	-0.015	0.16	0.14
YOR146W	-0.63	0.17	0.25	0.05	-0.02	0.15	0.23	0.17	0.35	-0.09	-0.18	-0.37	0.15	0.08	0.065	-0.34	0.03
YBR278W	-0.2	0.14	0.73	0.3	-0.28	-0.12	-0.27	-0.22	-0.25	0.15	0.24	0.07	0	-0.07	-0.06	-0.17	-0.08
YDR453C	0.9	1.11	0.3	0.78	-0.3	0.41	-0.44	-0.33	-0.1	-0.14	-0.45	-0.74	-0.47	-0.33	-0.21	-0.21	-0.21
YDR448W	0.19	-0.16	-0.31	0.22	0.2	0.29	-0.38	-0.26	0.04	-0.01	-0.06	0.14	0.13	0.04	0.19	-0.26	0.04
YOL083W	1.49	0.73	0.58	0.23	-0.68	-0.53	-0.77	-0.65	-0.45	0.03	0.12	0.17	-0.06	-0.16	-0.24	-0.03	0.23
YGL257C	0.11	-0.04	-0.34	-0.05	-0.32	-0.12	0.36	0.13	0.26	-0.32	-0.29	-0.18	-0.22	-0.01	0.56	0.34	0.12
YJR130C	-0.33	-0.38	-0.17	-0.21	0.03	-0.34	-0.55	0.19	-0.11	-0.06	-0.11	0.02	0.2	0.73	-0.085	0.54	0.54
YDL237W	0.58	-0.07	0.14	0	-0.37	-0.26	-0.48	-0.09	0.04	0.21	0.23	0.32	0.04	-0.33	0.02	-0.24	0.28
YMR239C	-0.43	0.44	-0.19	-0.13	-0.51	-0.35	0.1	-0.09	0.18	-0.08	-0.13	-0.03	0.26	-0.055	0.38	0.42	0.16
YKR084C	-0.21	0.01	0.02	-0.04	-0.04	0.02	-0.02	0.47	-0.09	0.14	0.12	0.04	-0.29	-0.005	0.11	-0.04	-0.19
YHR079C	0.01	0.26	0.01	-0.2	-0.37	0.4	-0.46	0.11	0.47	-0.66	-0.02	0.26	0.32	-0.2	0.17	-0.02	-0.09
YIR020C	-0.35	0.11	-0.65	-0.26	0.46	0.17	0.17	-0.26	0.56	0.35	1.04	0.46	0.17	-0.54	-0.26	-0.26	-0.89
YHR103W	-0.56	-0.14	0.06	-0.27	-0.29	0.08	-0.62	-0.39	0.04	0.26	0.4	0.42	0.29	0.07	0.39	0.09	0.26
YOR359W	-0.08	0.18	0.45	0.38	-0.25	0.29	0.23	0.4	0.14	-0.49	-0.46	-0.3	-0.13	-0.3	0.02	0.12	-0.2
YKR052C	0.42	-0.47	-0.63	-0.24	-0.41	-0.32	-0.38	-0.06	0.36	-0.07	0.49	0.23	0.42	0.23	0.44	-0.06	-0.06
YIL125W	0.19	-0.51	-0.51	-0.45	0.24	0.54	-0.11	-0.06	0.26	-0.21	0.19	0.23	0.4	0.08	-0.4	-0.03	0.25
YMR297W	0.2	0.13	0.19	-0.01	-0.39	-0.69	-0.59	-0.62	-0.2	0.6	0.52	0.34	0.21	0.115	0.1	0.17	0.05
YML127W	-0.3	-0.15	0.13	0.24	0.09	0.07	-0.04	0.06	-0.1	0.03	-0.04	-0.11	0	0.25	0.015	0.13	-0.23
YLR206W	-0.34	-0.58	-0.39	-0.12	0.17	0.24	0.24	0.49	-0.36	0.24	0.19	-0.42	-0.16	0.16	0.41	0.24	0.15
YKR039W	-0.54	-1.29	-1.87	-2.21	-1.46	-0.68	-0.43	0.47	0.63	1.33	0.83	0.73	0.55	1.13	0.98	1.35	1.02
YDR515W	0.01	0.19	-0.69	-0.42	-0.42	0.05	-0.38	-0.46	0.14	-0.04	0.35	0.32	0.25	0.085	0.12	0.57	0.4
YMR275C	0.25	-0.01	-0.14	0.08	-0.05	0.42	0.41	0.29	0.1	-0.08	-0.16	0.2	-0.08	-0.03	-0.32	-0.24	-0.69
YNL247W	-0.42	-0.07	-0.08	-0.02	0.05	-0.09	0	0.05	0.1	0	0.03	-0.07	0.09	0.24	0.015	0.09	0.1
YHR055C	-0.04	-0.31	0.17	-0.13	0.08	-0.11	-0.25	-0.38	-0.6	0.77	-0.01	0.05	0.02	0.11	-0.16	0.27	0.51
YNL262W	-0.22	-0.27	0.49	0.4	0.03	-0.29	-0.42	-0.57	-0.23	0.74	0.75	0.41	0.33	-0.225	-0.37	-0.52	-0.27
YDL155W	-0.57	-0.73	0.17	0.25	0.18	0.37	0.41	-0.19	-0.08	-0.11	0.02	0.34	0.16	0.045	0.07	-0.24	-0.04
YJL019W	0	-0.31	0.87	0.69	0.11	0.4	-0.03	-0.44	-0.4	-0.25	0.16	0.29	0.69	0	-0.44	-0.65	-0.69
YHR134W	0.33	0.1	-0.01	0.29	0.02	0	-0.01	0.1	0.14	-0.74	-0.06	-0.11	-0.23	-0.05	0.14	0.02	0.07
YDL123W	0.46	0.02	-0.31	-0.17	0.14	0.16	-0.06	0.08	0.12	0.22	0.19	0.09	0.11	-0.22	0.085	-0.31	-0.53
YFL032W	0.57	0.4	0.73	0.77	0.69	0.22	0.44	0.5	-0.43	-0.38	-0.55	-0.83	-0.24	-0.55	-0.67	-0.65	-0.02
YGL029W	-0.1	0.13	0.54	0.3	0.12	-0.24	0.26	0.23	-0.17	0.56	0.01	-0.51	-0.39	-0.35	-0.045	-0.14	-0.22
YFL064C	-0.05	0.29	0.05	0.29	0	-0.28	0.06	-0.06	0.05	-0.18	0.26	0.05	0.23	-0.36	-0.05	-0.18	-0.11
YJR093C	0.05	-0.02	0.53	0.04	-0.07	0.01	-0.1	0.04	0.46	0.025	0.025	-0.37	0.36	0.025	-0.38	-0.61	0.05
YGR215W	0.07	0.27	-0.56	-0.7	-0.42	-0.09	0.03	-0.1	0.17	0.18	0.09	0.15	-0.1	0.39	0.08	0.29	0.33
YNL156C	-0.02	-0.58	-0.92	-0.48	-0.24	-0.15	0.03	0.06	0.56	-0.3	0.67	0.52	0.74	0.02	0	-0.17	0.24
YBL009W	-1.14	-0.6	0.47	0.49	0.4	0.48	0.69	0.21	0.07	-0.6	-0.24	-0.14	0.55	-0.4	-0.26	0.07	0.07
YHL024W	1.1	-0.43	-0.43	-0.14	0.31	0.34	-0.3	-0.18	0	-0.22	-0.22	-0.18	0.26	-0.07	-0.43	0.31	0.28
YPL148C	1.16	0.23	0.07	-0.31	0	0.24	0.38	0.56	0.49	-0.46	-0.65	-0.86	-0.38	-0.35	-0.11	0	0
YIL134W	0.36	-0.04	-0.1	-0.1	-0.34	-0.23	-0.04	-0.07	0.21	-0.2	0.33	0.11	0.02	-0.04	0.02	-0.07	0.16
YPR043W	-0.11	0.28	0.51	-0.09	0.18	-0.48	-0.33	-0.47	-0.59	1.36	0.13	-0.1	-0.73	-0.12	-0.11	0.36	0.21
YJR151C	0.53	-0.62	-0.22	-0.17	-0.12	0.05	0.4	0.43	0.23	0.46	0.24	-0.16	-0.29	0.01	-0.055	-0.39	-0.37
YER084W	-0.8	0.46	0.38	-0.15	0.2	-0.19	-1.51	0	0.24	-0.03	0.11	0.61	0.14	0.41	0.17	0.51	-0.56
YNL043C	-0.32	0.39	0.23	-0.09	0.32	0.12	0.26	0.04	-0.44	0.05	-0.37	-0.025	-0.52	-0.17	-0.14	1	-0.34
YBL095W	-0.24	-1.02	-0.8	-0.35	0.38	0.19	0.33	0.37	0.08	0.37	0.19	0.32	0.31	-0.35	0.28	-0.57	0.53
YOR140W	-0.08	0.32	-0.44	-0.51	0.28	0.12	0.37	0.28	0.07	0.5	-0.08	0.41	-0.52	-0.18	-0.64	0.56	-0.45
YNR038W	-0.02	0.47	-0.12	0.2	0.1	0.06	0.15	0.1	0.12	-0.13	-0.29	-0.11	-0.11	0.13	0.02	-0.32	-0.21
YKR059W	-0.35	-0.13	0.18	-0.16	-0.15	-0.44	-0.38	0.03	-0.07	0.79	-0.075	0.04	-0.09	0.08	-0.08	0.45	0.29
YKL202W	0.15	0.13	-0.83	-0.15	0.51	0.12	-0.24	-0.04	0.15	0.11	-0.03	-0.01	0.04	-0.11	0.19	0.04	0.04
YLL048C	-0.05	-0.2	0.18	-0.28	-0.28	-0.58	-0.32	0.28	0.12	0.57	-0.15	0.1	-0.01	0.03	0.07	0.28	0.28
YPR172W	0.51	-0.12	-0.18	-0.61	-0.29	0	-0.08	0	0.06	0.54	-0.04	0.25	-0.24	-0.1	-0.02	0.09	0.2
YOL017W	-0.09	-0.45	1.26	0.31	-0.3	-0.11	-0.51	-0.82	-0.62	0.56	1.16	0.74	0.47	-0.07	-0.42	-0.82	-0.3
YOR197W	-0.53	-0.14	-0.5	-0.6	-0.14	0.06	-0.34	-0.3	0.38	0.39	0.27	0.35	0.27	0.28	0.135	0.35	0.21
YGR178C	0.27	-0.11	0.05	0.05	-0.12	0.04	0.07	-0.15	-0.15	0.06	-0.25	-0.03	0.02	0.04	0.04	0.14	0.08
YGL237C	0.16	-0.3	-0.09	0.3	0.46	0.48	0.12	0.12	-0.27	-0.21	-0.36	-0.19	0.16	0.19	-0.32	-0.27	0.02
YOR156C	0.4	0.44	0.64	0.26	-0.04	0.05	-0.01	-0.17	-0.27	-0.2	-0.33	-0.01	-0.23	-0.16	-0.35	-0.04	-0.04
YMR023C	0.79	0.65	-0.3	-0.14	-0.43	0.03	0.02	0.35	0.09	-0.61	0.01	0.07	-0.19	-0.68	0.025	0.13	0.2
YBL043W	-0.02	-1.06	-1.55	-0.81	-0.14	-0.58	-0.03	0.24	0.14	0.47	0.35	0.4	0.75	0.69	1.15	0.14	0.14
YGL170C	1.73	1.25	1.29	0.82	0.33	0.33	0.29	0.44	0	-0.37	-0.87	-0.79	-0.71	-0.71	-0.87	-1.37	-0.79
YIR015W	0.3	0.03	0.4	-0.14	0.35	-0.11	0.33	0.19	0.64	-0.52	-0.22	0.13	0.86	-0.34	-0.57	-0.52	-0.79
YJL004C	-0.03	0	-0.21	0.13	0.08	0.13	0.19	0.28	-0.08	0.06	0	-0.15	-0.14	0.02	0	-0.17	-0.09
YOR244W	0.01	0.13	0.12	0.05	-0.09	0.19	-0.14	0.11	-0.02	-0.28	-0.32	-0.07	-0.04	-0.07	-0.005	0.09	0.33
YDR431W	0.89	1.55	0.46	0.18	-0.48	-0.26	0.33	-0.16	-0.26	-0.21	-0.6	-0.74	-0.36	0.52	0.02	-0.74	-0.36
YPL144W	0.09	-0.38	-0.05	0.19	-0.13	0.04	0.05	-0.21	-0.19	-0.05	-0.26	-0.34	0.11	0.4	-0.005	0.18	0.54
YER087W	0.59	0	-0.71	-0.37	-0.04	-0.18	-0.01	0.07	-0.04	0.15	0.02	0.08	0.3	0.05	0.08	0.02	0.02
YOR065W	0.36	-0.67	-1.36	-0.72	-0.47	-0.3	-0.83	-0.46	0.21	0.89	0.57	0.5	0.26	0.235	0.35	1.03	0.64
YKL068W	-0.29	0.12	-0.1	0.11	0.21	0.38	0.36	0.85	-0.04	-0.43	0.16	-0.36	-0.12	0.035	0.29	-0.54	-0.6
YGR219W	0.12	0.28	-0.57	-0.39	-0.1	-0.14	-0.42	-0.43	0.2	0.68	0.22	0.09	-0.36	0.13	0.105	0.47	0.21
YGR117C	0.63	0.57	0.08	-0.29	-0.34	-0.13	-0.01	-0.02	0.19	-0.75	-0.39	-0.1	0.17	0.24	-0.06	0.26	-0.06
YAL044C	-0.13	-0.28	-0.08	-0.64	-0.82	-1.01	-0.24	-0.32	-0.28	1.03	0.31	0.48	-0.15	-0.14	0.86	0.2	1.07
YNL203C	2.04	0.83	0.69	-0.04	-0.36	-0.21	-0.26	0.08	-0.26	-0.26	-0.31	-0.08	-0.36	-0.47	-0.41	0.39	-1
YOL037C	0.06	0.11	-0.26	-0.39	-0.04	-0.6	0.11	0.01	0.2	-0.53	0.11	0.11	0.54	0.71	0.54	-0.85	0.2
YDR354W	-0.62	-0.77	-0.37	-0.16	0.21	0.1	-0.09	-0.23	-0.02	0.42	0.22	0.33	0.13	0.115	0.28	0.16	0.42
YHR121W	-0.14	-0.15	0.23	-0.21	-0.05	-0.06	-0.07	-0.19	-0.13	0.09	0.07	0.04	-0.05	0.17	-0.05	0.17	0.26
YMR090W	0.51	1.15	0.6	0.23	-0.21	-0.61	-0.81	-1.11	0.37	0.26	-0.13	0.23	0.55	-0.51	-0.51	0.23	0.23
YBR063C	0.57	-0.07	-0.41	-0.09	0.22	0	0.55	0.38	0.3	0.1	-0.21	0.01	0.15	-0.43	0.005	-0.63	-0.43
YKR106W	1.03	0.36	0.43	-0.18	-0.34	-0.47	-0.57	-0.38	-0.22	0.38	-0.1	-0.3	-0.34	0	0.64	0.08	-0.03
YNL186W	-0.21	0.66	0.54	0.2	0.02	-0.15	-0.02	-0.03	-0.11	-0.1	-0.22	-0.105	-0.29	-0.25	-0.21	0.47	-0.31
YKR001C	-0.55	-0.42	-0.08	0.24	0.27	0.19	0.07	-0.35	-0.05	-0.35	0.22	0.22	0.36	0.07	0.07	0.03	0.12
YNL251C	-0.5	1.01	0.99	0.49	0.57	0.16	-0.1	0.01	-0.1	-0.39	-0.44	0.05	-0.33	-0.1	-0.48	-0.22	-0.74
YOL023W	0.61	-0.76	-2.13	-1.32	-0.1	0.26	-1.07	-0.81	0.39	0.22	0.71	0.76	0.59	0.66	0.63	0.79	0.55
YBR184W	1.37	0.72	-0.26	0.79	0.99	0.48	0.13	0.23	-0.19	-1.41	-0.95	0.13	0.48	-0.85	-0.33	-0.37	-0.95
YIR022W	-0.18	-0.19	-0.38	0.04	-0.26	-0.04	0.11	0.17	0.14	0.26	0.25	-0.1	0.05	0.03	0.13	0.02	-0.01
YOR051C	-0.7	-0.07	-0.12	-0.34	-0.28	-0.05	0.07	0.18	0.18	0.4	0.19	-0.01	-0.05	0.03	0.1	0.26	0.26
YMR110C	0.76	-0.22	-0.2	-0.23	-0.97	-0.41	-0.07	-0.49	0.17	0.12	0.35	0.12	0.29	0.14	0.12	0.26	0.39
YIL087C	0.77	-0.32	-0.41	-0.52	-0.52	-0.05	-0.13	-0.41	0.09	-0.09	0.08	0.16	0.36	0.23	-0.11	0.3	0.56
YGL212W	-0.52	-0.69	-0.29	-0.19	-0.03	0.24	-0.09	-0.16	0	-0.59	-0.21	0.24	0.69	0.69	0.41	0.18	0.33
YNL181W	-0.32	0.04	0.17	0.05	-0.14	-0.42	-0.18	-0.14	0.02	-0.11	0.39	0.58	0.39	-0.05	-0.08	-0.15	-0.15
YOR045W	-0.09	-0.09	0.39	0.38	-0.09	-0.21	-0.21	-0.2	-0.45	0.49	0.22	-0.09	-0.25	0.14	0.05	-0.35	0.29
YDR398W	-0.18	0.37	0.19	0.04	0.14	0.02	-0.12	0.01	-0.15	0.12	-0.12	-0.21	-0.33	0.14	0.015	0.11	-0.04
YOR356W	0.47	-0.52	-0.12	0.21	-0.01	-0.41	-0.52	-0.22	-0.06	0.3	0.07	0.55	0.26	-0.19	0	0.01	0.18
YKR066C	0	-0.23	-0.06	0.19	-0.25	-0.47	-0.37	-0.42	0.14	0.78	0.28	0.16	-0.01	-0.005	0.03	0.28	-0.05
YDR202C	0.74	-0.32	-0.87	-0.31	0.02	0.1	-0.45	0.08	0.29	0.1	0.13	0.14	-0.05	0.16	0.09	-0.2	0.41
YML037C	0.28	-0.5	0.14	-0.12	-0.27	-0.13	0.32	0.09	-0.38	-0.3	0.04	-0.04	-0.15	0.86	0.19	0.03	-0.04
YPR158W	1.14	-0.64	-0.14	-0.07	-0.25	0	-0.07	-0.06	-0.38	-0.11	0.28	0.43	-0.04	-0.13	0.04	-0.07	-0.07
YGL088W	0.39	0.94	0.67	0.33	-0.33	-0.39	-0.24	-0.39	0.3	-0.61	-0.29	-0.15	-0.73	-0.02	0.27	0.02	0.23
YKL140W	0.01	-0.29	-0.29	0.05	0.01	-0.12	-0.18	0.33	-0.01	0.13	0.12	-0.05	-0.04	0	0.35	0.07	-0.07
YNL211C	0.5	0.59	-0.14	-0.2	-0.47	0.08	0.21	-0.55	-0.04	0.12	-0.27	0.34	-0.25	-0.03	-0.015	0	0.1
YDL154W	-0.44	0.32	0.47	0.16	-0.57	0.21	0.21	-0.21	-0.06	-0.13	-0.1	-0.02	-0.11	-0.1	-0.05	0.39	0.03
YBR121C	-0.16	-0.3	0.06	-0.03	0.54	-0.43	0.19	-0.04	-0.27	0.55	0.12	-0.035	-0.24	-0.08	0.15	-0.05	0.03
YPL028W	-0.05	-0.28	0.26	0.09	-0.47	-0.34	-0.56	-0.31	-0.31	0.92	0.53	-0.35	0.01	0.22	0.18	0.07	0.39
YPL080C	-0.38	0.26	0.37	0.71	0.01	-0.13	0.43	0.14	-0.47	0.075	-0.21	-1.57	-0.38	0.62	0.62	0.075	0.075
YDL241W	0.06	-0.12	-0.03	0.15	-0.05	0.11	0.6	0.47	0.38	0.3	-0.06	-0.46	-0.68	-0.5	-0.03	-0.03	-0.14
YGR131W	-0.03	0.52	0.52	0.66	0.56	0.14	0.07	-0.22	-0.08	0.31	-0.31	-0.17	-0.84	-0.64	-0.5	-0.03	-0.03
YLL037W	-0.62	-0.18	-0.44	-0.06	0.11	-0.14	-0.18	0.22	0.15	0.16	0.06	-0.02	0.02	0.33	0.04	0.45	0.16
YHR178W	-0.18	-1.08	-1.11	0.19	0.47	0.36	0.04	0.22	0.04	-0.29	-0.04	-0.04	0.41	0.32	0.37	0.06	0.26
YAL058W	0.44	0.32	-0.03	-0.37	-0.03	-0.56	-0.03	0.18	0.06	-0.04	-0.01	0.05	0.09	-0.02	-0.11	0.11	-0.06
YBR162W-A	-0.26	-0.26	-0.01	-0.16	0.34	-0.72	0.06	-0.22	-0.4	0.82	0.01	0.19	-0.39	0.03	0.5	0.17	0.31
YHR043C	0.62	0.47	0.4	0.24	-0.67	-0.1	-0.33	-0.24	0.05	-0.49	0.01	0.38	0.43	-0.15	-0.015	-0.58	-0.04
YDR386W	0.35	0.15	0.31	0.27	0.1	0.56	-0.44	0.33	0.35	-0.94	-0.65	-0.02	0.01	0.33	-0.12	-0.09	-0.51
YER098W	0.62	0.47	0.54	0.64	0.37	-0.04	-0.13	-0.03	-0.34	-0.32	-0.46	-0.16	-0.03	-0.06	-0.62	-0.23	-0.19
YCRX18C	-0.65	-1.27	0.02	0.07	0.22	0.55	0.69	0.17	0.22	-0.09	-0.15	0.22	0.35	0.12	-0.27	0.12	-0.34
YKL099C	-0.41	0	0.33	0.12	0.06	0.05	0.27	0.05	0.01	-0.11	-0.81	-0.03	-0.02	0.28	0.05	0.14	0.07
YNL233W	-0.24	0.41	1.19	0.45	-0.22	-0.27	-0.53	-0.54	-0.27	-0.08	0.66	0.57	-0.01	-0.33	-0.23	-0.26	-0.53
YBR218C	-0.99	-0.11	-0.29	-0.67	-0.37	-0.23	0.17	0.05	-0.09	0.77	0.22	-0.07	-0.16	-0.08	0.44	0.91	0.41
YNL023C	0.18	0.53	-0.02	-0.01	0.15	0.18	0.26	0.35	-0.05	-0.35	-0.36	-0.38	-0.31	-0.18	-0.015	0.36	-0.34
YMR104C	0.42	-0.85	-0.26	0.44	0.31	-0.28	0.23	-0.12	0.53	-0.02	0.14	0.37	0.07	-0.64	-0.34	0.07	0.07
YCLX10C	-1.7	-0.68	-0.4	-0.6	-0.06	-0.19	0.14	-0.16	-0.36	0.92	0.13	-0.02	-0.04	0.4	0.76	0.93	0.89
YML050W	0.09	-0.12	-0.81	-0.49	-0.06	0.2	0.25	0.2	0.32	0.22	0.27	0	-0.1	-0.51	0.2	0.22	0.11
YFR054C	1.57	0.19	-0.54	0.46	-0.32	0.46	0.57	0.68	-0.13	-0.32	-1.13	-0.32	-0.32	-0.225	-0.32	-0.54	0.04
YGL059W	-0.07	-0.56	-0.78	-0.41	0.05	0.15	-0.11	0.02	-0.09	-0.41	-0.37	0.05	0.44	0.54	0.28	0.82	0.48
YKL051W	0.11	-0.2	-0.28	-0.1	-0.29	-0.25	-0.08	-0.04	0.14	-0.2	0.04	-0.19	0.19	0.25	-0.06	0.45	0.44
YHR100C	0.36	0.44	0.39	0.24	-0.08	-0.11	-0.17	-0.19	-0.06	-0.11	-0.17	-0.36	-0.06	-0.06	-0.06	-0.03	-0.03
YHR162W	-0.38	-0.22	0.06	0.07	0.06	-0.23	0.08	0.03	-0.2	0.56	0.2	0.06	-0.4	-0.05	0.21	0.14	0.08
YGR036C	0.3	0.61	0.46	0.02	-0.39	-0.37	0.18	0.16	0.01	-0.4	-0.23	-0.4	0.33	-0.15	-0.33	-0.17	0.37
YNL320W	0.03	-0.21	-0.68	-0.22	-0.18	-0.16	-0.02	0.11	0.43	-0.13	0.12	-0.02	0.26	0.22	0.005	0.14	0.31
YGL068W	-0.03	-0.11	-0.15	-0.03	-0.21	-0.18	0.21	0.04	-0.12	0.07	0.24	-0.13	0.06	-0.09	-0.03	0.09	0.33
YLR348C	-0.98	-0.7	0.09	0.21	0.18	-0.43	-0.14	0.04	0.08	0.64	0.57	0.44	0.06	0.1	0.02	-0.04	-0.1
YPL170W	0.17	-0.25	0.57	0.48	0.06	-0.3	-0.3	-0.63	-0.33	0.69	0.27	0.01	-0.34	-0.005	-0.13	0.04	-0.02
YGR202C	-0.02	-0.03	0.01	-0.05	0.03	0.02	-0.08	0.03	0.11	0.11	-0.18	0.11	0.09	0.015	-0.23	-0.03	0.11
YOR200W	-0.35	0.13	0.09	-0.08	0.05	-0.02	-0.13	-0.22	-0.15	0.18	-0.03	0.07	-0.12	0.22	0.015	0.18	0.18
YGL035C	-0.18	-0.37	0.19	0.26	0.23	-0.05	-0.08	0.05	0.04	0.44	0.04	-0.11	0.01	0.025	-0.65	-0.07	0.24
YLR397C	-0.11	0.31	0.33	0.05	-0.13	0.04	0.23	-0.36	0.15	-0.03	0.06	-0.07	0.08	0.005	-0.15	-0.1	-0.3
